Taxon, Area, MinAge, MaxAge, Latitude, Longitude, Locality
Miacis petilus, NorthAmerica, 53.3, 54.1, 44.5, -108.7, 2613
Miacis petilus, NorthAmerica, 53.4, 54.1, 44.5, -108.7, 2614
Miacis petilus, NorthAmerica, 53.4, 53.4, 44.4, -108.7, 2615
Miacis petilus, NorthAmerica, 53.5, 53.5, 44.5, -108, 2616
Miacis petilus, NorthAmerica, 53.8, 53.8, 44.6, -108.9, 2569
Miacis petilus, NorthAmerica, 53.9, 53.9, 44.5, -108.7, 2617
Miacis petilus, NorthAmerica, 54.1, 54.1, 44.5, -108.7, 2575
Miacis petilus, NorthAmerica, 54.2, 54.3, 44.4, -108.7, 2618
Miacis petilus, NorthAmerica, 54.3, 54.3, 44.6, -108.7, 2580
Miacis sylvestris, NorthAmerica, 40.4, 46.2, 41.7, -109, 2270
Miacis sylvestris, NorthAmerica, 46.3, 46.9, 42.4, -109.4, 2275
Miacis sylvestris, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Miacis uintensis, NorthAmerica, 40, 42.8, 40, -110, 2292
Miacis uintensis, NorthAmerica, 42.8, 43.8, 40, -110, 2271
Miacis washakius, NorthAmerica, 40.4, 46.2, 41.7, -109, 2270
Miacis washakius, NorthAmerica, 46.3, 46.9, 41.7, -108.9, 2369
Miocyon magnus, NorthAmerica, 37.2, 40.4, 50, -107.9, 356
Miocyon major, NorthAmerica, 46.2, 50.3, 40.2, -109.9, 2274
Miocyon major, NorthAmerica, 48.9, 49, 44.3, -109, 2619
Miocyon scotti, NorthAmerica, 40.4, 46.2, 29.2, -103.2, 2360
Miocyon scotti, NorthAmerica, 40.4, 46.2, 40.1, -109.3, 2293
Miocyon scotti, NorthAmerica, 41.5, 41.6, 40.2, -109.9, 2620
Miocyon scotti, NorthAmerica, 41.5, 42.1, 32.9, -117.1, 2621
Miocyon scotti, NorthAmerica, 43.5, 43.6, 29.9, -104.2, 2622
Miocyon scotti, NorthAmerica, 44.2, 44.8, 40.1, -109.3, 2623
Miocyon scotti, NorthAmerica, 44.7, 44.8, 40.2, -109.9, 2624
Miocyon uintensis, NorthAmerica, 44.7, 44.8, 40.2, -109.9, 2624
Miocyon vallisrubrae, NorthAmerica, 40.4, 46.2, 29.2, -103.2, 2360
Miocyon vallisrubrae, NorthAmerica, 44.2, 44.8, 40.1, -109.3, 2623
Oodectes herpestoides, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Oodectes herpestoides, NorthAmerica, 49, 49.9, 39.7, -105, 2380
Oodectes herpestoides, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Oodectes herpestoides, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Oodectes jepseni, NorthAmerica, 52.7, 53, 41.1, -104.8, 2195
Palaearctonyx meadi, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Palaearctonyx meadi, NorthAmerica, 48.4, 48.4, 41.7, -109, 2625
Paramiacis exilis, Europe, 33.9, 37.2, 42.2, 1.1, 2626
Paroodectes feisti, Europe, 46, 48, 49.9, 8.7, 2268
Procynodictis progressus, NorthAmerica, 40, 42.8, 32.8, -117, 2627
Procynodictis progressus, NorthAmerica, 40, 42.8, 36, -120.1, 2595
Procynodictis progressus, NorthAmerica, 40.7, 40.8, 34.3, -119, 2628
Procynodictis progressus, NorthAmerica, 40.9, 40.9, 34.3, -119, 2596
Procynodictis progressus, NorthAmerica, 42.8, 43.8, 32.7, -117.2, 2629
Procynodictis progressus, NorthAmerica, 42.8, 42.9, 32.9, -117.1, 2598
Procynodictis vulpiceps, NorthAmerica, 40, 42.8, 40, -110, 2292
Procynodictis vulpiceps, NorthAmerica, 40, 42.8, 27.6, -99.4, 2630
Procynodictis vulpiceps, NorthAmerica, 40.4, 46.2, 27.5, -99.4, 2631
Procynodictis vulpiceps, NorthAmerica, 40.4, 46.2, 43.2, -107.1, 2632
Procynodictis vulpiceps, NorthAmerica, 40.4, 46.2, 40.1, -109.3, 2293
Procynodictis vulpiceps, NorthAmerica, 41.5, 41.6, 40.2, -109.9, 2620
Procynodictis vulpiceps, NorthAmerica, 41.6, 41.7, 40.1, -109.3, 2633
Procynodictis vulpiceps, NorthAmerica, 42.8, 43.8, 43, -106.8, 2634
Procynodictis vulpiceps, NorthAmerica, 42.8, 43.8, 40, -110, 2271
Procynodictis vulpiceps, NorthAmerica, 44.7, 44.8, 40.2, -109.9, 2624
Procynodictis vulpiceps, NorthAmerica, 46.2, 50.3, 40.2, -109.9, 2274
Prodaphaenus scotti, NorthAmerica, 40, 42.8, 54.5, -105.7, 2635
Prodaphaenus scotti, NorthAmerica, 40, 42.8, 40, -110, 2292
Prodaphaenus scotti, NorthAmerica, 40, 42.8, 29.8, -103.3, 2636
Prodaphaenus scotti, NorthAmerica, 42.8, 43.8, 40, -110, 2271
Prodaphaenus scotti, NorthAmerica, 42.8, 43.8, 29.8, -103.3, 2361
Prohesperocyon wilsoni, NorthAmerica, 35.7, 36.5, 29.6, -104.4, 2215
Prohesperocyon wilsoni, NorthAmerica, 36.5, 36.6, 29.9, -104.2, 2637
Simamphicyon helveticus, Europe, 37.2, 40.4, 44.2, 1.7, 2638
Tapocyon robustus, NorthAmerica, 40, 42.8, 36, -120.1, 2595
Tapocyon robustus, NorthAmerica, 40, 42.8, 43, -106.8, 2639
Tapocyon robustus, NorthAmerica, 40, 42.8, 40, -110, 2292
Tapocyon robustus, NorthAmerica, 40, 42.8, 46.6, -112, 2640
Tapocyon robustus, NorthAmerica, 42.8, 43.8, 32.7, -117.2, 2629
Tapocyon robustus, NorthAmerica, 43.8, 46.3, 32.9, -117.1, 2641
Uintacyon acutus, NorthAmerica, 42.8, 43.8, 40, -110, 2271
Uintacyon asodes, NorthAmerica, 49, 49.9, 39.7, -105, 2380
Uintacyon asodes, NorthAmerica, 49.9, 50, 43, -106.8, 2311
Uintacyon asodes, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Uintacyon asodes, NorthAmerica, 50, 52.7, 42.8, -109.9, 2193
Uintacyon asodes, NorthAmerica, 50, 52.7, 43, -106.8, 2312
Uintacyon asodes, NorthAmerica, 50, 52.7, 39.7, -105, 2316
Uintacyon asodes, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Uintacyon asodes, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Uintacyon asodes, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Uintacyon bathygnathus, NorthAmerica, 46.3, 46.9, 42.4, -109.4, 2275
Uintacyon bathygnathus, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Uintacyon edax, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Uintacyon edax, NorthAmerica, 49, 49.9, 39.7, -105, 2380
Uintacyon jugulans, NorthAmerica, 46.3, 46.9, 42.4, -109.4, 2275
Uintacyon jugulans, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Miocyon major, NorthAmerica, 46.3, 46.9, 42.4, -109.4, 2275
Miocyon major, NorthAmerica, 46.9, 49, 41.1, -104.8, 2642
Miocyon major, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Miocyon major, NorthAmerica, 49, 49.9, 40.7, -111.9, 2276
Uintacyon massetericus, NorthAmerica, 52.7, 53, 41.1, -104.8, 2195
Uintacyon massetericus, NorthAmerica, 52.7, 53.5, 39.7, -105, 2159
Uintacyon massetericus, NorthAmerica, 52.7, 53, 36.1, -107, 2323
Uintacyon massetericus, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Uintacyon massetericus, NorthAmerica, 54, 54.7, 39.7, -105, 2326
Uintacyon massetericus, NorthAmerica, 54.5, 54.9, 44.7, -107, 2118
Uintacyon pugnax, NorthAmerica, 46.3, 46.9, 41.7, -108.9, 2369
Uintacyon rudis, NorthAmerica, 53, 54, 41.1, -104.8, 2341
Uintacyon rudis, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Uintacyon rudis, NorthAmerica, 53.5, 54.9, 43.8, -106.2, 2173
Uintacyon rudis, NorthAmerica, 54.5, 54.9, 44.7, -107, 2118
Uintacyon rudis, NorthAmerica, 55, 55.8, 44.7, -107, 2643
Uintacyon rudis, NorthAmerica, 55, 55.4, 41.1, -104.8, 2644
Uintacyon vorax, NorthAmerica, 43.8, 46.3, 39.7, -105, 2645
Uintacyon vorax, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Uintacyon vorax, NorthAmerica, 49, 49.9, 42.5, -109.5, 2363
Uintacyon vorax, NorthAmerica, 55, 55.4, 41.1, -104.8, 2644
Vassacyon promicrodon, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Vassacyon promicrodon, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Vassacyon promicrodon, NorthAmerica, 53, 54, 41.1, -104.8, 2341
Vassacyon promicrodon, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Vassacyon promicrodon, NorthAmerica, 53.5, 54.9, 42, -111, 2348
Vulpavus australis, NorthAmerica, 46.2, 50.3, 42.4, -108.9, 2646
Vulpavus australis, NorthAmerica, 49, 49.9, 41.1, -104.8, 2647
Vulpavus australis, NorthAmerica, 49, 52.7, 41.1, -104.8, 2310
Vulpavus australis, NorthAmerica, 50, 52.7, 44.5, -109.3, 2648
Vulpavus australis, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Vulpavus australis, NorthAmerica, 50, 54.9, 40.7, -111.9, 2649
Vulpavus australis, NorthAmerica, 50, 52.7, 39.7, -105, 2316
Vulpavus australis, NorthAmerica, 51.9, 52, 42.4, -108.9, 2650
Vulpavus australis, NorthAmerica, 52, 52.5, 44.3, -109, 2651
Vulpavus australis, NorthAmerica, 52, 52, 43.2, -108.2, 2602
Vulpavus australis, NorthAmerica, 52.4, 52.4, 39.7, -107.6, 2652
Vulpavus australis, NorthAmerica, 52.5, 52.5, 42.7, -110.1, 2603
Vulpavus australis, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Vulpavus australis, NorthAmerica, 52.7, 53.5, 42, -111, 2346
Vulpavus australis, NorthAmerica, 52.7, 53, 36.1, -107, 2323
Vulpavus australis, NorthAmerica, 52.7, 52.7, 41.8, -107, 2653
Vulpavus australis, NorthAmerica, 52.7, 52.9, 39.7, -107.6, 2654
Vulpavus australis, NorthAmerica, 52.7, 52.8, 41.8, -110.7, 2655
Vulpavus australis, NorthAmerica, 52.8, 52.8, 44, -108, 2656
Vulpavus australis, NorthAmerica, 52.8, 52.8, 44.5, -108, 2657
Vulpavus australis, NorthAmerica, 52.8, 52.9, 36.5, -107, 2658
Vulpavus australis, NorthAmerica, 53, 53.5, 43.5, -108.2, 2324
Vulpavus australis, NorthAmerica, 53, 54, 41.1, -104.8, 2341
Vulpavus australis, NorthAmerica, 53, 53.3, 44.5, -108, 2659
Vulpavus australis, NorthAmerica, 53, 53.1, 44.5, -108, 2562
Vulpavus australis, NorthAmerica, 53, 53, 44.5, -108, 2563
Vulpavus australis, NorthAmerica, 53, 53, 44, -108, 2660
Vulpavus australis, NorthAmerica, 53.2, 53.4, 44.5, -108, 2661
Vulpavus australis, NorthAmerica, 53.2, 53.3, 44.5, -108, 2662
Vulpavus australis, NorthAmerica, 53.2, 53.3, 44, -108, 2663
Vulpavus australis, NorthAmerica, 53.2, 53.2, 44, -108, 2564
Vulpavus australis, NorthAmerica, 53.3, 53.3, 44.4, -108.8, 2664
Vulpavus australis, NorthAmerica, 53.3, 53.3, 44.4, -108.7, 2665
Vulpavus australis, NorthAmerica, 53.4, 53.4, 44.5, -108, 2666
Vulpavus australis, NorthAmerica, 53.4, 53.4, 44.4, -108.7, 2615
Vulpavus australis, NorthAmerica, 53.4, 54.1, 44.5, -108.6, 2567
Vulpavus australis, NorthAmerica, 53.4, 53.8, 44.5, -108.7, 2547
Vulpavus australis, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Vulpavus australis, NorthAmerica, 53.5, 53.5, 44.5, -108, 2616
Vulpavus australis, NorthAmerica, 53.8, 53.8, 44.6, -108.9, 2569
Vulpavus australis, NorthAmerica, 53.9, 53.9, 44, -108, 2571
Vulpavus australis, NorthAmerica, 53.9, 53.9, 44.5, -108.7, 2617
Vulpavus australis, NorthAmerica, 54, 54.1, 44.5, -108.7, 2667
Vulpavus australis, NorthAmerica, 54, 54.2, 44.5, -108.7, 2668
Vulpavus australis, NorthAmerica, 54, 54.4, 44.6, -108.8, 2574
Vulpavus australis, NorthAmerica, 54.1, 54.1, 44.5, -108.7, 2575
Vulpavus australis, NorthAmerica, 54.2, 54.6, 44.3, -109, 2577
Vulpavus australis, NorthAmerica, 54.2, 54.6, 44.5, -108, 2669
Vulpavus australis, NorthAmerica, 54.2, 54.2, 44.6, -108.7, 2576
Vulpavus australis, NorthAmerica, 54.2, 54.4, 44.6, -108.6, 2670
Vulpavus australis, NorthAmerica, 54.2, 54.2, 44.5, -108.7, 2671
Vulpavus australis, NorthAmerica, 54.2, 54.2, 44.5, -108.6, 2672
Vulpavus australis, NorthAmerica, 54.2, 54.3, 44.4, -108.7, 2618
Vulpavus australis, NorthAmerica, 54.3, 54.3, 44.6, -108.7, 2580
Vulpavus australis, NorthAmerica, 54.4, 54.5, 44.6, -108.8, 2673
Vulpavus australis, NorthAmerica, 54.5, 54.9, 44.7, -107, 2118
Vulpavus australis, NorthAmerica, 54.6, 54.9, 44.5, -108, 2674
Vulpavus australis, NorthAmerica, 54.6, 54.6, 44.5, -108, 2675
Vulpavus australis, NorthAmerica, 54.8, 55.1, 44.7, -108.8, 2676
Vulpavus australis, NorthAmerica, 55.1, 55.2, 44.7, -108.8, 2677
Vulpavus australis, NorthAmerica, 55.3, 55.3, 44.6, -108.3, 2678
Vulpavus canavus, NorthAmerica, 46.2, 50.3, 37.8, -105.1, 2379
Vulpavus canavus, NorthAmerica, 46.2, 50.3, 42.4, -108.9, 2646
Vulpavus canavus, NorthAmerica, 46.2, 50.3, 43.2, -107.3, 2308
Vulpavus canavus, NorthAmerica, 46.2, 50.3, 43.2, -107.1, 2309
Vulpavus canavus, NorthAmerica, 49, 49.9, 42.8, -109.9, 2679
Vulpavus canavus, NorthAmerica, 49, 49.9, 39.7, -105, 2380
Vulpavus canavus, NorthAmerica, 49.9, 50, 43, -106.8, 2311
Vulpavus canavus, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Vulpavus canavus, NorthAmerica, 50, 52.7, 42.8, -109.9, 2193
Vulpavus canavus, NorthAmerica, 50, 52.7, 43, -106.8, 2312
Vulpavus canavus, NorthAmerica, 50, 52.7, 39.7, -105, 2316
Vulpavus canavus, NorthAmerica, 52.1, 52.1, 43.2, -107.1, 2561
Vulpavus canavus, NorthAmerica, 52.2, 52.2, 42.7, -110.1, 2680
Vulpavus canavus, NorthAmerica, 52.4, 52.4, 41.8, -110.7, 2681
Vulpavus canavus, NorthAmerica, 52.4, 52.4, 39.7, -107.6, 2652
Vulpavus canavus, NorthAmerica, 52.4, 53, 44, -108, 2682
Vulpavus canavus, NorthAmerica, 52.6, 52.6, 44.5, -108, 2683
Vulpavus canavus, NorthAmerica, 52.7, 53, 43.5, -108.2, 2322
Vulpavus canavus, NorthAmerica, 52.7, 53, 41.1, -104.8, 2195
Vulpavus canavus, NorthAmerica, 52.8, 52.8, 44, -108, 2656
Vulpavus canavus, NorthAmerica, 52.8, 52.8, 44.5, -108, 2657
Vulpavus canavus, NorthAmerica, 53, 54, 41.1, -104.8, 2341
Vulpavus canavus, NorthAmerica, 53, 53, 43.2, -108.2, 2605
Vulpavus canavus, NorthAmerica, 53, 53.1, 44.5, -108, 2562
Vulpavus canavus, NorthAmerica, 53, 53, 44.5, -108, 2563
Vulpavus canavus, NorthAmerica, 53, 53, 44, -108, 2660
Vulpavus canavus, NorthAmerica, 53.2, 53.2, 44, -108, 2564
Vulpavus canavus, NorthAmerica, 53.5, 55, 44.7, -107, 2160
Vulpavus canavus, NorthAmerica, 53.8, 53.8, 44.6, -108.9, 2569
Vulpavus canavus, NorthAmerica, 53.9, 53.9, 44, -108, 2571
Vulpavus farsonensis, NorthAmerica, 46.2, 50.3, 41.7, -109, 2364
Vulpavus farsonensis, NorthAmerica, 49, 49.9, 42.5, -109.5, 2363
Vulpavus hargeri, NorthAmerica, 46.3, 46.9, 42.4, -109.4, 2275
Vulpavus hargeri, NorthAmerica, 46.4, 46.5, 41.2, -110.5, 2610
Vulpavus hargeri, NorthAmerica, 46.4, 49.5, 41.2, -110.5, 2684
Vulpavus hargeri, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Vulpavus hargeri, NorthAmerica, 47.5, 47.6, 41.2, -110.5, 2685
Vulpavus hargeri, NorthAmerica, 49.4, 49.5, 41.2, -110.5, 2686
Vulpavus ovatus, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Vulpavus ovatus, NorthAmerica, 47.4, 49.1, 41.2, -110.5, 2687
Vulpavus ovatus, NorthAmerica, 49, 49.9, 42.5, -109.5, 2363
Vulpavus palustris, NorthAmerica, 46.2, 50.3, 41.7, -109, 2364
Vulpavus palustris, NorthAmerica, 46.4, 46.5, 41.2, -110.5, 2610
Vulpavus palustris, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Vulpavus palustris, NorthAmerica, 49, 49.9, 42.5, -109.5, 2363
Vulpavus profectus, NorthAmerica, 46.4, 46.5, 41.2, -110.5, 2610
Vulpavus profectus, NorthAmerica, 46.9, 49, 41.7, -108.9, 2226
Vulpavus profectus, NorthAmerica, 47.4, 47.4, 41.7, -109, 2688
Vulpavus profectus, NorthAmerica, 50, 52.7, 41.1, -104.8, 2192
Xinyuictis lushiensis, Asia, 37.2, 48.6, 31.6, 119.6, 2689
Xinyuictis lushiensis, Asia, 37.2, 48.6, 33, 111.4, 2178
Xinyuictis thailandicus, Asia, 33.9, 37.2, 8, 99.1, 2690
Algarolutra majori, Europe, 0.01, 1.95, 40.6, 8.2, 2691
Algarolutra majori, Europe, 0.012, 2.588, 40.6, 8.3, 2692
Anatolictis laevicaninus, Asia, 11.2, 12.5, 37.3, 27.8, 2693
Anatolictis laevicaninus, Asia, 12.5, 15.2, 37.4, 30.1, 213
Aonyx capensis, Africa, 0, 0.012, -34.1, 23.4, 1147
Aonyx capensis, Africa, 0.01, 1.95, -26.8, 26, 2106
Aonyx capensis, Africa, 0.01, 1.95, -26.1, 27.8, 1151
Aonyx capensis, Africa, 0.012, 0.126, -34.4, 21.2, 1154
Aonyx capensis, Africa, 0.78, 0.95, -3, 35.3, 2008
Aonyx capensis, Africa, 1.15, 1.785, -3, 35.4, 1737
Aonyx capensis, Africa, 2.5, 2.5, 10.3, 40.6, 1864
Aonyx capensis, Africa, 2.588, 5.332, 10.2, 40.6, 1865
Aonyx capensis, Africa, 2.588, 7.246, -33, 18.1, 1810
Aonyx cinerea, Asia, 0, 0.01, -7.4, 110.3, 1204
Aonyx cinerea, Asia, 0, 0.1, 9.2, 118.2, 2694
Aonyx cinerea, Asia, 0, 0.012, 20.1, 110, 2695
Aonyx cinerea, Asia, 0.01, 1.95, 9.5, 118.4, 2696
Arctomeles dimolodontus, NorthAmerica, 2.5, 5.9, 36.2, -86.8, 43
Arctomeles dimolodontus, NorthAmerica, 10, 10, 36.4, -82.5, 44
Arctomeles ferus, Europe, 3.4, 4.2, 46.5, 30.8, 1443
Arctomeles gennevauxi, Europe, 4.2, 5.3, 43.6, 3.9, 1845
Arctomeles pliocaenicus, Europe, 3.2, 4.2, 52.4, 22.1, 1566
Arctomeles pliocaenicus, Europe, 3.4, 4.2, 50.1, 18.8, 1568
Arctomeles sotnikovae, NorthAmerica, 2.5, 4.9, 80.2, -79.1, 2697
Arctomeles sotnikovae, NorthAmerica, 4.5, 4.5, 78.6, -82.4, 1417
Arctomeles suillus, Europe, 2.6, 3, 50.5, 106.9, 1007
Arctomeles suillus, Asia, 2.675, 3.158, 50.1, 106.2, 1438
Arctomeles suillus, Europe, 3, 3.4, 51.4, 105.9, 38
Arctonyx collaris, Asia, 0, 0.7, 24.2, 109.4, 1074
Arctonyx collaris, Asia, 0.01, 1.95, 23.7, 101.6, 2036
Arctonyx collaris, Asia, 0.01, 1.95, -0.2, 101.4, 1209
Arctonyx collaris, Asia, 0.01, 1.95, 19.8, 102.6, 1210
Arctonyx collaris, Asia, 0.01, 1.95, 14.1, 108.1, 1213
Arctonyx collaris, Asia, 0.01, 1.95, 13.8, 107.9, 1214
Arctonyx collaris, Asia, 0.012, 0.126, 28.3, 109.7, 2023
Arctonyx collaris, Asia, 0.012, 0.126, 33.1, 110.2, 1107
Arctonyx collaris, Asia, 0.012, 0.781, 22.8, 111.6, 1217
Arctonyx collaris, Asia, 0.012, 0.781, 31.7, 118.9, 2448
Arctonyx collaris, Asia, 0.126, 0.781, 24.7, 113.6, 1218
Arctonyx collaris, Asia, 0.126, 0.781, 23, 111.7, 2024
Arctonyx collaris, Asia, 0.126, 0.781, 22, 106.4, 1219
Arctonyx collaris, Asia, 0.6, 1.3, 24.3, 109.4, 1221
Arctonyx collaris, Asia, 0.6, 1.3, 23.6, 107.1, 1222
Arctonyx collaris, Asia, 0.6, 1.3, 30.8, 108.3, 1223
Arctonyx collaris, Asia, 0.6, 1.3, 25.2, 102.5, 1
Arctonyx collaris, Asia, 0.6, 1.3, 28.1, 106.8, 1140
Arctonyx collaris, Asia, 0.6, 1.3, 19.4, 99, 1224
Arctonyx collaris, Asia, 0.6, 1.3, 16.4, 101.8, 2454
Arctonyx collaris, Asia, 0.6, 1.3, 22, 106.5, 1225
Arctonyx collaris, Asia, 0.6, 1.3, 20.2, 105.2, 1226
Arctonyx collaris, Asia, 0.781, 2.588, 28.7, 109.7, 2698
Arctonyx collaris, Asia, 1.2, 1.2, 22.3, 107.5, 1228
Arctonyx collaris, Asia, 1.2, 1.8, 30.7, 110.1, 1735
Arctonyx collaris, Asia, 1.2, 1.8, 24.7, 109.2, 1734
Arctonyx collaris, Asia, 1.2, 1.8, 21.8, 104.8, 1229
Baranogale adroveri, Europe, 5.3, 7.1, 40.4, -1.1, 1786
Baranogale adroveri, Europe, 7.1, 8.2, 40.4, -1.1, 64
Baranogale adroveri, Europe, 7.1, 8.2, 40.4, -1.2, 2699
Baranogale adroveri, Europe, 7.1, 8.2, 40.4, -1, 2056
Baranogale adroveri, Europe, 8.2, 9, 49.8, 8.3, 1931
Baranogale adroveri, Europe, 8.2, 9, 40.4, -1.1, 2052
Baranogale adroveri, Europe, 8.2, 9, 40.3, -1.1, 2510
Baranogale balkanica, Europe, 1.95, 2.6, 43.2, 23.3, 1601
Baranogale helbingi, Europe, 1.95, 2.6, 45.2, 4.8, 1580
Baranogale helbingi, Europe, 1.95, 2.6, 40.1, 21.3, 1581
Baranogale helbingi, Europe, 1.95, 3.4, 44.9, 8, 39
Baranogale helbingi, Europe, 2.588, 3.2, 51, 18.9, 2700
Baranogale helbingi, Europe, 2.6, 3.4, 45.5, 3.2, 1005
Baranogale helbingi, Europe, 2.6, 3.4, 50.5, 18.5, 2701
Baranogale helbingi, Europe, 3.2, 4.2, 52.4, 22.1, 1566
Baranogale helbingi, Europe, 3.4, 4.2, 45.9, 18.2, 2702
Baranogale helbingi, Europe, 3.4, 4.2, 50.1, 18.8, 1568
Baranogale helbingi, Europe, 4.2, 5.3, 50.6, 19.5, 2703
Baranogale helbingi, Europe, 4.2, 4.9, 50.6, 19.5, 2704
Brachypsalis hyaenoides, NorthAmerica, 12.5, 14.8, 42.8, -97.6, 432
Brachypsalis hyaenoides, NorthAmerica, 12.9, 12.9, 40.2, -100.5, 610
Brachypsalis matutinus, NorthAmerica, 16, 17.5, 42.2, -103.8, 144
Brachypsalis matutinus, NorthAmerica, 17.6, 17.6, 42.4, -103.8, 145
Brachypsalis modicus, NorthAmerica, 12.5, 14.8, 42.8, -100, 482
Brachypsalis modicus, NorthAmerica, 12.5, 14.8, 39.7, -105, 318
Brachypsalis modicus, NorthAmerica, 12.5, 14.8, 40.6, -103.4, 1277
Brachypsalis modicus, NorthAmerica, 12.9, 13, 43.3, -99.3, 2705
Brachypsalis modicus, NorthAmerica, 13.6, 15.97, 42.8, -100, 486
Brachypsalis modicus, NorthAmerica, 13.6, 15.97, 40.8, -103.1, 1518
Brachypsalis modicus, NorthAmerica, 13.6, 15.97, 42.7, -102.8, 1230
Brachypsalis modicus, NorthAmerica, 13.6, 15.97, 35.3, -118.5, 458
Brachypsalis modicus, NorthAmerica, 14.8, 16, 42.2, -103.7, 190
Brachypsalis modicus, NorthAmerica, 14.8, 16, 40.9, -103.9, 320
Brachypsalis modicus, NorthAmerica, 17.2, 17.2, 42.4, -103.8, 579
Brachypsalis pachycephalus, NorthAmerica, 12.5, 14.8, 42.8, -97.6, 432
Brachypsalis pachycephalus, NorthAmerica, 12.5, 14.8, 35, -117, 434
Brachypsalis pachycephalus, NorthAmerica, 13.6, 15.97, 42.9, -98.8, 604
Brachypsalis pachycephalus, NorthAmerica, 13.7, 13.7, 38.1, -117.3, 574
Brachypsalis pachycephalus, NorthAmerica, 14.3, 14.5, 34.8, -117, 2706
Brachypsalis pachycephalus, NorthAmerica, 14.4, 14.5, 42.8, -100.8, 319
Brachypsalis pachycephalus, NorthAmerica, 14.8, 16, 38.6, -117.9, 577
Cernictis hesperus, NorthAmerica, 4.9, 5.9, 38, -122.3, 776
Cernictis hesperus, NorthAmerica, 9.1, 9.2, 37.9, -122.1, 1961
Cernictis repenningi, NorthAmerica, 6, 6.1, 35.8, -110.1, 1423
Chamitaxus avitus, NorthAmerica, 4.9, 10.3, 36.5, -107, 806
Chamitaxus avitus, NorthAmerica, 6.8, 7.6, 36.1, -106, 820
Craterogale simus, NorthAmerica, 15.97, 20.43, 42.7, -102.7, 2707
Craterogale simus, NorthAmerica, 17.5, 18.8, 42.8, -102, 147
Cyrnaonyx antiqua, Europe, 0.012, 0.126, 50.1, -3.7, 2450
Cyrnaonyx antiqua, Europe, 0.126, 0.781, 43.7, 4.1, 2708
Cyrnaonyx antiqua, Europe, 0.126, 0.781, 52, 4.1, 1896
Cyrnaonyx antiqua, Europe, 2.6, 3.4, 48.2, 20, 34
Delete Delete, Asia, 0, 0.7, 24.2, 109.4, 1074
Delete Delete, Asia, 0.01, 1.95, 35.9, 104.2, 1205
Delete Delete, Asia, 0.01, 1.95, -7.6, 109.9, 2709
Delete Delete, Europe, 0.012, 2.588, 48, 6.9, 2710
Delete Delete, NorthAmerica, 0.012, 0.126, 27.8, -82.7, 891
Delete Delete, NorthAmerica, 0.0294, 0.0294, 38.6, -79.4, 929
Delete Delete, NorthAmerica, 0.85, 2.5, 44.5, -100, 2711
Delete Delete, Europe, 1.95, 2.6, 45.2, 4.8, 1580
Delete Delete, Asia, 2.588, 5.332, 31.5, 79.8, 2712
Delete Delete, Europe, 2.588, 5.332, 40.8, 44.3, 2713
Delete Delete, Europe, 2.588, 3.6, 52.1, 1.3, 2714
Delete Delete, Europe, 2.6, 3.4, 45.5, 3.2, 1005
Delete Delete, Europe, 2.6, 3.4, 46.6, 18.2, 1704
Delete Delete, Europe, 2.6, 3.4, 48.2, 20, 34
Delete Delete, Europe, 3.4, 4.2, 46.1, 28.1, 1569
Delete Delete, Europe, 7.1, 8.2, 43.7, 5.4, 1795
